Id,income,income_binary,is_conflicting_duplicate_features
31764,<=50K,0,False
31765,>50K,1,False
31766,<=50K,0,False
31767,>50K,1,False
31768,<=50K,0,False
31769,>50K,1,False
31770,<=50K,0,False
31771,<=50K,0,False
31772,<=50K,0,False
31773,<=50K,0,False
31774,>50K,1,False
31775,>50K,1,False
31776,>50K,1,False
31777,>50K,1,False
31778,<=50K,0,False
31779,<=50K,0,False
31780,<=50K,0,False
31781,<=50K,0,False
31782,<=50K,0,False
31783,<=50K,0,False
31784,<=50K,0,False
31785,>50K,1,False
31786,<=50K,0,False
31787,<=50K,0,False
31788,<=50K,0,False
31789,<=50K,0,False
31790,<=50K,0,False
31791,>50K,1,False
31792,<=50K,0,False
31793,<=50K,0,False
31794,>50K,1,False
31795,>50K,1,False
31796,<=50K,0,False
31797,<=50K,0,False
31798,>50K,1,False
31799,>50K,1,False
31800,<=50K,0,False
31801,<=50K,0,False
31802,<=50K,0,False
31803,<=50K,0,False
31804,<=50K,0,False
31805,<=50K,0,False
31806,<=50K,0,False
31807,<=50K,0,False
31808,<=50K,0,False
31809,>50K,1,False
31810,<=50K,0,False
31811,<=50K,0,False
31812,<=50K,0,False
31813,<=50K,0,False
31814,<=50K,0,False
31815,<=50K,0,False
31816,<=50K,0,False
31817,>50K,1,False
31818,>50K,1,False
31819,<=50K,0,False
31820,>50K,1,False
31821,<=50K,0,False
31822,<=50K,0,False
31823,<=50K,0,False
31824,<=50K,0,False
31825,<=50K,0,False
31826,>50K,1,False
31827,<=50K,0,False
31828,<=50K,0,False
31829,<=50K,0,False
31830,<=50K,0,False
31831,<=50K,0,False
31832,>50K,1,False
31833,<=50K,0,False
31834,<=50K,0,False
31835,<=50K,0,False
31836,<=50K,0,False
31837,<=50K,0,False
31838,<=50K,0,False
31839,<=50K,0,False
31840,>50K,1,False
31841,<=50K,0,False
31842,<=50K,0,False
31843,<=50K,0,False
31844,<=50K,0,False
31845,<=50K,0,False
31846,>50K,1,False
31847,>50K,1,False
31848,<=50K,0,False
31849,<=50K,0,False
31850,>50K,1,False
31851,>50K,1,False
31852,<=50K,0,False
31853,<=50K,0,False
31854,<=50K,0,False
31855,>50K,1,False
31856,<=50K,0,False
31857,<=50K,0,False
31858,<=50K,0,False
31859,<=50K,0,False
31860,<=50K,0,False
31861,<=50K,0,False
31862,<=50K,0,False
31863,<=50K,0,False
31864,>50K,1,False
31865,>50K,1,False
31866,<=50K,0,False
31867,<=50K,0,False
31868,<=50K,0,False
31869,>50K,1,False
31870,<=50K,0,False
31871,>50K,1,False
31872,<=50K,0,False
31873,<=50K,0,False
31874,>50K,1,False
31875,<=50K,0,False
31876,<=50K,0,False
31877,>50K,1,False
31878,<=50K,0,False
31879,<=50K,0,False
31880,<=50K,0,False
31881,<=50K,0,False
31882,<=50K,0,False
31883,<=50K,0,False
31884,<=50K,0,False
31885,<=50K,0,False
31886,>50K,1,False
31887,<=50K,0,False
31888,>50K,1,False
31889,<=50K,0,False
31890,<=50K,0,False
31891,<=50K,0,False
31892,<=50K,0,False
31893,<=50K,0,False
31894,<=50K,0,False
31895,>50K,1,False
31896,>50K,1,False
31897,<=50K,0,False
31898,<=50K,0,False
31899,>50K,1,False
31900,<=50K,0,False
31901,>50K,1,False
31902,>50K,1,False
31903,<=50K,0,False
31904,>50K,1,False
31905,>50K,1,False
31906,>50K,1,False
31907,>50K,1,False
31908,<=50K,0,False
31909,>50K,1,False
31910,>50K,1,False
31911,<=50K,0,False
31912,<=50K,0,False
31913,>50K,1,False
31914,<=50K,0,False
31915,>50K,1,False
31916,<=50K,0,False
31917,<=50K,0,False
31918,<=50K,0,False
31919,<=50K,0,False
31920,<=50K,0,False
31921,<=50K,0,False
31922,<=50K,0,False
31923,<=50K,0,False
31924,<=50K,0,False
31925,<=50K,0,False
31926,>50K,1,False
31927,<=50K,0,False
31928,<=50K,0,False
31929,<=50K,0,False
31930,<=50K,0,False
31931,<=50K,0,False
31932,>50K,1,False
31933,>50K,1,False
31934,>50K,1,False
31935,<=50K,0,False
31936,<=50K,0,False
31937,<=50K,0,False
31938,<=50K,0,False
31939,<=50K,0,False
31940,<=50K,0,False
31941,<=50K,0,False
31942,<=50K,0,False
31943,<=50K,0,False
31944,<=50K,0,False
31945,<=50K,0,False
31946,<=50K,0,False
31947,<=50K,0,False
31948,<=50K,0,False
31949,<=50K,0,False
31950,<=50K,0,False
31951,<=50K,0,False
31952,<=50K,0,False
31953,<=50K,0,False
31954,<=50K,0,False
31955,<=50K,0,False
31956,<=50K,0,False
31957,>50K,1,False
31958,<=50K,0,False
31959,<=50K,0,False
31960,>50K,1,False
31961,<=50K,0,False
31962,<=50K,0,False
31963,>50K,1,False
31964,<=50K,0,False
31965,>50K,1,False
31966,<=50K,0,False
31967,>50K,1,False
31968,<=50K,0,False
31969,<=50K,0,False
31970,<=50K,0,False
31971,>50K,1,False
31972,<=50K,0,False
31973,<=50K,0,False
31974,<=50K,0,False
31975,>50K,1,False
31976,<=50K,0,False
31977,>50K,1,False
31978,<=50K,0,False
31979,>50K,1,False
31980,<=50K,0,False
31981,<=50K,0,False
31982,>50K,1,False
31983,<=50K,0,False
31984,>50K,1,False
31985,>50K,1,False
31986,<=50K,0,False
31987,<=50K,0,False
31988,<=50K,0,False
31989,>50K,1,False
31990,<=50K,0,False
31991,<=50K,0,False
31992,<=50K,0,False
31993,<=50K,0,False
31994,>50K,1,False
31995,<=50K,0,False
31996,<=50K,0,False
31997,<=50K,0,False
31998,>50K,1,False
31999,<=50K,0,False
32000,>50K,1,False
32001,<=50K,0,False
32002,<=50K,0,False
32003,<=50K,0,False
32004,<=50K,0,False
32005,<=50K,0,False
32006,<=50K,0,False
32007,<=50K,0,False
32008,>50K,1,False
32009,>50K,1,False
32010,>50K,1,False
32011,<=50K,0,False
32012,<=50K,0,False
32013,<=50K,0,False
32014,<=50K,0,False
32015,<=50K,0,False
32016,<=50K,0,False
32017,<=50K,0,False
32018,<=50K,0,False
32019,>50K,1,False
32020,<=50K,0,False
32021,<=50K,0,False
32022,<=50K,0,False
32023,<=50K,0,False
32024,>50K,1,False
32025,<=50K,0,False
32026,<=50K,0,False
32027,<=50K,0,False
32028,<=50K,0,False
32029,<=50K,0,False
32030,<=50K,0,False
32031,<=50K,0,False
32032,<=50K,0,False
32033,<=50K,0,False
32034,<=50K,0,False
32035,>50K,1,False
32036,>50K,1,False
32037,<=50K,0,False
32038,<=50K,0,False
32039,<=50K,0,False
32040,<=50K,0,False
32041,>50K,1,False
32042,>50K,1,False
32043,<=50K,0,False
32044,<=50K,0,False
32045,<=50K,0,False
32046,<=50K,0,False
32047,<=50K,0,False
32048,<=50K,0,False
32049,>50K,1,False
32050,<=50K,0,False
32051,<=50K,0,False
32052,<=50K,0,False
32053,<=50K,0,False
32054,<=50K,0,False
32055,<=50K,0,False
32056,>50K,1,False
32057,<=50K,0,False
32058,<=50K,0,False
32059,<=50K,0,False
32060,<=50K,0,False
32061,<=50K,0,False
32062,<=50K,0,False
32063,<=50K,0,False
32064,<=50K,0,False
32065,<=50K,0,False
32066,<=50K,0,False
32067,<=50K,0,False
32068,<=50K,0,False
32069,<=50K,0,False
32070,<=50K,0,False
32071,<=50K,0,False
32072,<=50K,0,False
32073,>50K,1,False
32074,<=50K,0,False
32075,>50K,1,False
32076,<=50K,0,False
32077,<=50K,0,False
32078,<=50K,0,False
32079,<=50K,0,False
32080,<=50K,0,False
32081,<=50K,0,False
32082,>50K,1,False
32083,<=50K,0,False
32084,<=50K,0,False
32085,<=50K,0,False
32086,<=50K,0,False
32087,<=50K,0,False
32088,<=50K,0,False
32089,<=50K,0,False
32090,<=50K,0,False
32091,<=50K,0,False
32092,<=50K,0,False
32093,<=50K,0,False
32094,>50K,1,False
32095,<=50K,0,False
32096,<=50K,0,False
32097,<=50K,0,False
32098,<=50K,0,False
32099,<=50K,0,False
32100,<=50K,0,False
32101,<=50K,0,False
32102,<=50K,0,False
32103,<=50K,0,False
32104,>50K,1,False
32105,>50K,1,False
32106,<=50K,0,False
32107,<=50K,0,False
32108,>50K,1,False
32109,<=50K,0,False
32110,<=50K,0,False
32111,<=50K,0,False
32112,<=50K,0,False
32113,<=50K,0,False
32114,<=50K,0,False
32115,<=50K,0,False
32116,<=50K,0,False
32117,>50K,1,False
32118,<=50K,0,False
32119,<=50K,0,False
32120,<=50K,0,False
32121,>50K,1,False
32122,<=50K,0,False
32123,>50K,1,False
32124,<=50K,0,False
32125,<=50K,0,False
32126,<=50K,0,False
32127,<=50K,0,False
32128,<=50K,0,False
32129,>50K,1,False
32130,<=50K,0,False
32131,<=50K,0,False
32132,>50K,1,False
32133,>50K,1,False
32134,<=50K,0,False
32135,<=50K,0,False
32136,<=50K,0,False
32137,>50K,1,False
32138,<=50K,0,False
32139,<=50K,0,False
32140,<=50K,0,False
32141,<=50K,0,False
32142,<=50K,0,False
32143,<=50K,0,False
32144,<=50K,0,False
32145,<=50K,0,False
32146,<=50K,0,False
32147,<=50K,0,False
32148,<=50K,0,False
32149,<=50K,0,False
32150,<=50K,0,False
32151,<=50K,0,False
32152,<=50K,0,False
32153,>50K,1,False
32154,<=50K,0,False
32155,<=50K,0,False
32156,<=50K,0,False
32157,>50K,1,False
32158,<=50K,0,False
32159,<=50K,0,False
32160,<=50K,0,False
32161,<=50K,0,False
32162,>50K,1,False
32163,<=50K,0,False
32164,>50K,1,False
32165,<=50K,0,False
32166,<=50K,0,False
32167,<=50K,0,False
32168,<=50K,0,False
32169,<=50K,0,False
32170,<=50K,0,False
32171,<=50K,0,False
32172,<=50K,0,False
32173,>50K,1,False
32174,>50K,1,False
32175,<=50K,0,False
32176,<=50K,0,False
32177,<=50K,0,False
32178,<=50K,0,False
32179,<=50K,0,False
32180,<=50K,0,False
32181,<=50K,0,False
32182,<=50K,0,False
32183,>50K,1,False
32184,<=50K,0,False
32185,<=50K,0,False
32186,<=50K,0,False
32187,>50K,1,False
32188,<=50K,0,False
32189,>50K,1,False
32190,<=50K,0,False
32191,<=50K,0,False
32192,<=50K,0,False
32193,>50K,1,False
32194,<=50K,0,False
32195,<=50K,0,False
32196,<=50K,0,False
32197,<=50K,0,False
32198,<=50K,0,False
32199,>50K,1,False
32200,<=50K,0,False
32201,<=50K,0,False
32202,<=50K,0,False
32203,>50K,1,False
32204,>50K,1,False
32205,<=50K,0,False
32206,<=50K,0,False
32207,<=50K,0,False
32208,<=50K,0,False
32209,<=50K,0,False
32210,>50K,1,False
32211,<=50K,0,False
32212,<=50K,0,False
32213,<=50K,0,False
32214,<=50K,0,False
32215,<=50K,0,False
32216,>50K,1,False
32217,<=50K,0,False
32218,<=50K,0,False
32219,<=50K,0,False
32220,<=50K,0,False
32221,<=50K,0,False
32222,<=50K,0,False
32223,>50K,1,False
32224,<=50K,0,False
32225,<=50K,0,False
32226,<=50K,0,False
32227,<=50K,0,False
32228,<=50K,0,False
32229,<=50K,0,False
32230,<=50K,0,False
32231,<=50K,0,False
32232,<=50K,0,False
32233,<=50K,0,False
32234,<=50K,0,False
32235,>50K,1,False
32236,<=50K,0,False
32237,>50K,1,False
32238,<=50K,0,False
32239,<=50K,0,False
32240,<=50K,0,False
32241,>50K,1,False
32242,<=50K,0,False
32243,<=50K,0,False
32244,>50K,1,False
32245,<=50K,0,False
32246,<=50K,0,False
32247,>50K,1,False
32248,<=50K,0,False
32249,>50K,1,False
32250,<=50K,0,False
32251,>50K,1,False
32252,<=50K,0,False
32253,>50K,1,False
32254,<=50K,0,False
32255,<=50K,0,False
32256,<=50K,0,False
32257,<=50K,0,False
32258,<=50K,0,False
32259,<=50K,0,False
32260,<=50K,0,False
32261,<=50K,0,False
32262,<=50K,0,False
32263,>50K,1,False
32264,>50K,1,False
32265,>50K,1,False
32266,<=50K,0,False
32267,>50K,1,False
32268,<=50K,0,False
32269,<=50K,0,False
32270,<=50K,0,False
32271,<=50K,0,False
32272,<=50K,0,False
32273,<=50K,0,False
32274,<=50K,0,False
32275,<=50K,0,False
32276,<=50K,0,False
32277,<=50K,0,False
32278,>50K,1,False
32279,>50K,1,False
32280,>50K,1,False
32281,<=50K,0,False
32282,<=50K,0,False
32283,>50K,1,False
32284,<=50K,0,False
32285,<=50K,0,False
32286,<=50K,0,False
32287,<=50K,0,False
32288,<=50K,0,False
32289,>50K,1,False
32290,>50K,1,False
32291,>50K,1,False
32292,<=50K,0,False
32293,>50K,1,False
32294,>50K,1,False
32295,>50K,1,False
32296,<=50K,0,False
32297,>50K,1,False
32298,<=50K,0,False
32299,<=50K,0,False
32300,<=50K,0,False
32301,<=50K,0,False
32302,<=50K,0,False
32303,<=50K,0,False
32304,<=50K,0,False
32305,>50K,1,False
32306,<=50K,0,False
32307,<=50K,0,False
32308,<=50K,0,False
32309,<=50K,0,False
32310,<=50K,0,False
32311,<=50K,0,False
32312,<=50K,0,False
32313,<=50K,0,False
32314,<=50K,0,False
32315,<=50K,0,False
32316,<=50K,0,False
32317,<=50K,0,False
32318,>50K,1,False
32319,<=50K,0,False
32320,<=50K,0,False
32321,<=50K,0,False
32322,<=50K,0,False
32323,<=50K,0,False
32324,<=50K,0,False
32325,>50K,1,False
32326,<=50K,0,False
32327,<=50K,0,False
32328,>50K,1,False
32329,<=50K,0,False
32330,<=50K,0,False
32331,<=50K,0,False
32332,<=50K,0,False
32333,<=50K,0,False
32334,<=50K,0,False
32335,<=50K,0,False
32336,<=50K,0,False
32337,<=50K,0,False
32338,<=50K,0,False
32339,>50K,1,False
32340,<=50K,0,False
32341,<=50K,0,False
32342,<=50K,0,False
32343,>50K,1,False
32344,<=50K,0,False
32345,<=50K,0,False
32346,>50K,1,False
32347,<=50K,0,False
32348,<=50K,0,False
32349,<=50K,0,False
32350,<=50K,0,False
32351,<=50K,0,False
32352,>50K,1,False
32353,<=50K,0,False
32354,<=50K,0,False
32355,<=50K,0,False
32356,<=50K,0,False
32357,<=50K,0,False
32358,<=50K,0,False
32359,>50K,1,False
32360,<=50K,0,False
32361,<=50K,0,False
32362,>50K,1,False
32363,<=50K,0,False
32364,<=50K,0,False
32365,<=50K,0,False
32366,<=50K,0,False
32367,<=50K,0,False
32368,<=50K,0,False
32369,<=50K,0,False
32370,<=50K,0,False
32371,<=50K,0,False
32372,<=50K,0,False
32373,<=50K,0,False
32374,<=50K,0,False
32375,<=50K,0,False
32376,<=50K,0,False
32377,>50K,1,False
32378,<=50K,0,False
32379,<=50K,0,False
32380,<=50K,0,False
32381,<=50K,0,False
32382,<=50K,0,False
32383,>50K,1,False
32384,<=50K,0,False
32385,<=50K,0,False
32386,>50K,1,False
32387,>50K,1,False
32388,<=50K,0,False
32389,>50K,1,False
32390,<=50K,0,False
32391,<=50K,0,False
32392,<=50K,0,False
32393,<=50K,0,False
32394,<=50K,0,False
32395,>50K,1,False
32396,<=50K,0,False
32397,<=50K,0,False
32398,<=50K,0,False
32399,<=50K,0,False
32400,<=50K,0,False
32401,>50K,1,False
32402,<=50K,0,False
32403,>50K,1,False
32404,<=50K,0,False
32405,<=50K,0,False
32406,<=50K,0,False
32407,<=50K,0,False
32408,<=50K,0,False
32409,>50K,1,False
32410,<=50K,0,False
32411,<=50K,0,False
32412,<=50K,0,False
32413,>50K,1,False
32414,<=50K,0,False
32415,>50K,1,False
32416,<=50K,0,False
32417,<=50K,0,False
32418,<=50K,0,False
32419,<=50K,0,False
32420,>50K,1,False
32421,<=50K,0,False
32422,<=50K,0,False
32423,<=50K,0,False
32424,>50K,1,False
32425,<=50K,0,False
32426,<=50K,0,False
32427,<=50K,0,False
32428,>50K,1,False
32429,<=50K,0,False
32430,<=50K,0,False
32431,<=50K,0,False
32432,>50K,1,False
32433,<=50K,0,False
32434,<=50K,0,False
32435,<=50K,0,False
32436,<=50K,0,False
32437,<=50K,0,False
32438,<=50K,0,False
32439,>50K,1,False
32440,<=50K,0,False
32441,<=50K,0,False
32442,<=50K,0,False
32443,<=50K,0,False
32444,<=50K,0,False
32445,<=50K,0,False
32446,<=50K,0,False
32447,<=50K,0,False
32448,>50K,1,False
32449,<=50K,0,False
32450,<=50K,0,False
32451,<=50K,0,False
32452,>50K,1,False
32453,<=50K,0,False
32454,<=50K,0,False
32455,<=50K,0,False
32456,<=50K,0,False
32457,>50K,1,False
32458,<=50K,0,False
32459,<=50K,0,False
32460,<=50K,0,False
32461,<=50K,0,False
32462,<=50K,0,False
32463,<=50K,0,False
32464,<=50K,0,False
32465,>50K,1,False
32466,<=50K,0,False
32467,<=50K,0,False
32468,>50K,1,False
32469,<=50K,0,False
32470,<=50K,0,False
32471,<=50K,0,False
32472,>50K,1,False
32473,<=50K,0,False
32474,>50K,1,False
32475,<=50K,0,False
32476,<=50K,0,False
32477,<=50K,0,False
32478,<=50K,0,False
32479,<=50K,0,False
32480,<=50K,0,False
32481,>50K,1,False
32482,>50K,1,False
32483,<=50K,0,False
32484,>50K,1,False
32485,<=50K,0,False
32486,<=50K,0,False
32487,<=50K,0,False
32488,>50K,1,False
32489,<=50K,0,False
32490,<=50K,0,False
32491,<=50K,0,False
32492,<=50K,0,False
32493,<=50K,0,False
32494,>50K,1,False
32495,<=50K,0,False
32496,<=50K,0,False
32497,<=50K,0,False
32498,<=50K,0,False
32499,<=50K,0,False
32500,<=50K,0,False
32501,>50K,1,False
32502,>50K,1,False
32503,<=50K,0,False
32504,<=50K,0,False
32505,<=50K,0,False
32506,>50K,1,False
32507,<=50K,0,False
32508,<=50K,0,False
32509,<=50K,0,False
32510,<=50K,0,False
32511,<=50K,0,False
32512,<=50K,0,False
32513,<=50K,0,False
32514,<=50K,0,False
32515,<=50K,0,False
32516,>50K,1,False
32517,<=50K,0,False
32518,<=50K,0,False
32519,<=50K,0,False
32520,<=50K,0,False
32521,<=50K,0,False
32522,<=50K,0,False
32523,<=50K,0,False
32524,<=50K,0,False
32525,<=50K,0,False
32526,<=50K,0,False
32527,>50K,1,False
32528,<=50K,0,False
32529,<=50K,0,False
32530,<=50K,0,False
32531,<=50K,0,False
32532,<=50K,0,False
32533,<=50K,0,False
32534,<=50K,0,False
32535,<=50K,0,False
32536,<=50K,0,False
32537,<=50K,0,False
32538,<=50K,0,False
32539,>50K,1,False
32540,<=50K,0,False
32541,<=50K,0,False
32542,<=50K,0,False
32543,>50K,1,False
32544,<=50K,0,False
32545,>50K,1,False
32546,>50K,1,False
32547,<=50K,0,False
32548,<=50K,0,False
32549,>50K,1,False
32550,<=50K,0,False
32551,<=50K,0,False
32552,<=50K,0,False
32553,<=50K,0,False
32554,<=50K,0,False
32555,<=50K,0,False
32556,<=50K,0,False
32557,>50K,1,False
32558,<=50K,0,False
32559,>50K,1,False
32560,>50K,1,False
32561,<=50K,0,False
32562,<=50K,0,False
32563,<=50K,0,False
32564,<=50K,0,False
32565,<=50K,0,False
32566,>50K,1,False
32567,<=50K,0,False
32568,<=50K,0,False
32569,<=50K,0,False
32570,<=50K,0,False
32571,<=50K,0,False
32572,<=50K,0,False
32573,<=50K,0,False
32574,<=50K,0,False
32575,>50K,1,False
32576,<=50K,0,False
32577,<=50K,0,False
32578,<=50K,0,False
32579,>50K,1,False
32580,<=50K,0,False
32581,<=50K,0,False
32582,<=50K,0,False
32583,>50K,1,False
32584,<=50K,0,False
32585,>50K,1,False
32586,<=50K,0,False
32587,>50K,1,False
32588,<=50K,0,False
32589,<=50K,0,False
32590,>50K,1,False
32591,<=50K,0,False
32592,<=50K,0,False
32593,<=50K,0,False
32594,>50K,1,False
32595,<=50K,0,False
32596,<=50K,0,False
32597,>50K,1,False
32598,<=50K,0,False
32599,>50K,1,False
32600,>50K,1,False
32601,<=50K,0,False
32602,<=50K,0,False
32603,<=50K,0,False
32604,<=50K,0,False
32605,>50K,1,False
32606,>50K,1,False
32607,<=50K,0,False
32608,<=50K,0,False
32609,<=50K,0,False
32610,>50K,1,False
32611,<=50K,0,False
32612,<=50K,0,False
32613,<=50K,0,False
32614,>50K,1,False
32615,<=50K,0,False
32616,<=50K,0,False
32617,<=50K,0,False
32618,<=50K,0,False
32619,<=50K,0,False
32620,<=50K,0,False
32621,<=50K,0,False
32622,<=50K,0,False
32623,>50K,1,False
32624,<=50K,0,False
32625,<=50K,0,False
32626,<=50K,0,False
32627,<=50K,0,False
32628,<=50K,0,False
32629,<=50K,0,False
32630,>50K,1,False
32631,<=50K,0,False
32632,<=50K,0,False
32633,<=50K,0,False
32634,<=50K,0,False
32635,>50K,1,False
32636,>50K,1,False
32637,<=50K,0,False
32638,<=50K,0,False
32639,<=50K,0,False
32640,>50K,1,False
32641,<=50K,0,False
32642,<=50K,0,False
32643,>50K,1,False
32644,>50K,1,False
32645,>50K,1,False
32646,>50K,1,False
32647,<=50K,0,False
32648,>50K,1,False
32649,<=50K,0,False
32650,<=50K,0,False
32651,<=50K,0,False
32652,<=50K,0,False
32653,<=50K,0,False
32654,>50K,1,False
32655,>50K,1,False
32656,<=50K,0,False
32657,<=50K,0,False
32658,<=50K,0,False
32659,<=50K,0,False
32660,<=50K,0,False
32661,<=50K,0,False
32662,<=50K,0,False
32663,>50K,1,False
32664,>50K,1,False
32665,<=50K,0,False
32666,<=50K,0,False
32667,<=50K,0,False
32668,<=50K,0,False
32669,<=50K,0,False
32670,<=50K,0,False
32671,<=50K,0,False
32672,<=50K,0,False
32673,<=50K,0,False
32674,<=50K,0,False
32675,<=50K,0,False
32676,<=50K,0,False
32677,>50K,1,False
32678,<=50K,0,False
32679,<=50K,0,False
32680,<=50K,0,False
32681,<=50K,0,False
32682,<=50K,0,False
32683,<=50K,0,False
32684,>50K,1,False
32685,<=50K,0,False
32686,<=50K,0,False
32687,<=50K,0,False
32688,<=50K,0,False
32689,>50K,1,False
32690,<=50K,0,False
32691,<=50K,0,False
32692,>50K,1,False
32693,<=50K,0,False
32694,<=50K,0,False
32695,<=50K,0,False
32696,>50K,1,False
32697,<=50K,0,False
32698,<=50K,0,False
32699,<=50K,0,False
32700,>50K,1,False
32701,<=50K,0,False
32702,<=50K,0,False
32703,<=50K,0,False
32704,>50K,1,False
32705,>50K,1,False
32706,<=50K,0,False
32707,<=50K,0,False
32708,<=50K,0,False
32709,>50K,1,False
32710,<=50K,0,False
32711,<=50K,0,False
32712,<=50K,0,False
32713,<=50K,0,False
32714,<=50K,0,False
32715,<=50K,0,False
32716,<=50K,0,False
32717,<=50K,0,False
32718,<=50K,0,False
32719,<=50K,0,False
32720,<=50K,0,False
32721,<=50K,0,False
32722,<=50K,0,False
32723,<=50K,0,False
32724,<=50K,0,False
32725,>50K,1,False
32726,<=50K,0,False
32727,<=50K,0,False
32728,>50K,1,False
32729,>50K,1,False
32730,>50K,1,False
32731,<=50K,0,False
32732,<=50K,0,False
32733,<=50K,0,False
32734,<=50K,0,False
32735,<=50K,0,False
32736,<=50K,0,False
32737,<=50K,0,False
32738,>50K,1,False
32739,<=50K,0,False
32740,<=50K,0,False
32741,>50K,1,False
32742,<=50K,0,False
32743,>50K,1,False
32744,<=50K,0,False
32745,>50K,1,False
32746,>50K,1,False
32747,<=50K,0,False
32748,<=50K,0,False
32749,<=50K,0,False
32750,>50K,1,False
32751,<=50K,0,False
32752,<=50K,0,False
32753,<=50K,0,False
32754,>50K,1,False
32755,>50K,1,False
32756,<=50K,0,False
32757,>50K,1,False
32758,<=50K,0,False
32759,<=50K,0,False
32760,<=50K,0,False
32761,<=50K,0,False
32762,>50K,1,False
32763,>50K,1,False
32764,>50K,1,False
32765,<=50K,0,False
32766,<=50K,0,False
32767,<=50K,0,False
32768,>50K,1,False
32769,>50K,1,False
32770,<=50K,0,False
32771,<=50K,0,False
32772,<=50K,0,False
32773,<=50K,0,False
32774,<=50K,0,False
32775,<=50K,0,False
32776,<=50K,0,False
32777,<=50K,0,False
32778,<=50K,0,False
32779,<=50K,0,False
32780,>50K,1,False
32781,<=50K,0,False
32782,>50K,1,False
32783,<=50K,0,False
32784,<=50K,0,False
32785,>50K,1,False
32786,<=50K,0,False
32787,<=50K,0,False
32788,<=50K,0,False
32789,<=50K,0,False
32790,>50K,1,False
32791,<=50K,0,False
32792,<=50K,0,False
32793,<=50K,0,False
32794,<=50K,0,False
32795,<=50K,0,False
32796,<=50K,0,False
32797,>50K,1,False
32798,<=50K,0,False
32799,<=50K,0,False
32800,<=50K,0,False
32801,<=50K,0,False
32802,<=50K,0,False
32803,<=50K,0,False
32804,>50K,1,False
32805,<=50K,0,False
32806,>50K,1,False
32807,<=50K,0,False
32808,<=50K,0,False
32809,<=50K,0,False
32810,<=50K,0,False
32811,<=50K,0,False
32812,>50K,1,False
32813,>50K,1,False
32814,>50K,1,False
32815,<=50K,0,False
32816,<=50K,0,False
32817,<=50K,0,False
32818,<=50K,0,False
32819,>50K,1,False
32820,<=50K,0,False
32821,<=50K,0,False
32822,<=50K,0,False
32823,<=50K,0,False
32824,<=50K,0,False
32825,<=50K,0,False
32826,>50K,1,False
32827,<=50K,0,False
32828,<=50K,0,False
32829,<=50K,0,False
32830,<=50K,0,False
32831,>50K,1,False
32832,<=50K,0,False
32833,<=50K,0,False
32834,<=50K,0,False
32835,>50K,1,False
32836,<=50K,0,False
32837,<=50K,0,False
32838,<=50K,0,False
32839,<=50K,0,False
32840,<=50K,0,False
32841,<=50K,0,False
32842,>50K,1,False
32843,>50K,1,False
32844,>50K,1,False
32845,<=50K,0,False
32846,<=50K,0,False
32847,<=50K,0,False
32848,<=50K,0,False
32849,<=50K,0,False
32850,>50K,1,False
32851,<=50K,0,False
32852,>50K,1,False
32853,<=50K,0,False
32854,<=50K,0,False
32855,<=50K,0,False
32856,>50K,1,False
32857,<=50K,0,False
32858,<=50K,0,False
32859,>50K,1,False
32860,>50K,1,False
32861,<=50K,0,False
32862,<=50K,0,False
32863,<=50K,0,False
32864,<=50K,0,False
32865,<=50K,0,False
32866,<=50K,0,False
32867,<=50K,0,False
32868,<=50K,0,False
32869,<=50K,0,False
32870,>50K,1,False
32871,<=50K,0,False
32872,<=50K,0,False
32873,<=50K,0,False
32874,<=50K,0,False
32875,<=50K,0,False
32876,>50K,1,False
32877,<=50K,0,False
32878,<=50K,0,False
32879,<=50K,0,False
32880,<=50K,0,False
32881,<=50K,0,False
32882,<=50K,0,False
32883,<=50K,0,False
32884,<=50K,0,False
32885,>50K,1,False
32886,<=50K,0,False
32887,>50K,1,False
32888,<=50K,0,False
32889,>50K,1,False
32890,<=50K,0,False
32891,>50K,1,False
32892,<=50K,0,False
32893,<=50K,0,False
32894,>50K,1,False
32895,<=50K,0,False
32896,<=50K,0,False
32897,<=50K,0,False
32898,>50K,1,False
32899,<=50K,0,False
32900,<=50K,0,False
32901,<=50K,0,False
32902,>50K,1,False
32903,<=50K,0,False
32904,<=50K,0,False
32905,>50K,1,False
32906,>50K,1,False
32907,<=50K,0,False
32908,>50K,1,False
32909,<=50K,0,False
32910,<=50K,0,False
32911,>50K,1,False
32912,>50K,1,False
32913,<=50K,0,False
32914,<=50K,0,False
32915,<=50K,0,False
32916,<=50K,0,False
32917,<=50K,0,False
32918,<=50K,0,False
32919,<=50K,0,False
32920,<=50K,0,False
32921,<=50K,0,False
32922,<=50K,0,False
32923,<=50K,0,False
32924,>50K,1,False
32925,<=50K,0,False
32926,>50K,1,False
32927,<=50K,0,False
32928,<=50K,0,False
32929,<=50K,0,False
32930,<=50K,0,False
32931,<=50K,0,False
32932,<=50K,0,False
32933,<=50K,0,False
32934,<=50K,0,False
32935,>50K,1,False
32936,<=50K,0,False
32937,<=50K,0,False
32938,<=50K,0,False
32939,<=50K,0,False
32940,<=50K,0,False
32941,<=50K,0,False
32942,>50K,1,False
32943,<=50K,0,False
32944,<=50K,0,False
32945,<=50K,0,False
32946,<=50K,0,False
32947,<=50K,0,False
32948,>50K,1,False
32949,<=50K,0,False
32950,<=50K,0,False
